odhf_facility_type,latitude,longitude,facility_category
Nursing and residential care facilities,43.7781514,-79.44369931,Specialized Care & Support Services
Nursing and residential care facilities,42.81734514,-81.41178225,Long-Term & Chronic Care
Hospitals,43.849046,-78.947981,Mental Health & Rehabilitation
Ambulatory health care services,43.64849718,-79.40278569,Mental Health & Rehabilitation
Nursing and residential care facilities,43.21015079,-79.68313844,Specialized Care & Support Services
Nursing and residential care facilities,45.2288455,-76.17921898,Specialized Care & Support Services
Nursing and residential care facilities,43.84623863,-79.0826885,Long-Term & Chronic Care
Nursing and residential care facilities,45.23551053,-75.61154999,Specialized Care & Support Services
Ambulatory health care services,45.39324465,-75.71944154,Community & Primary Care
Nursing and residential care facilities,45.39602545,-75.75220245,Mental Health & Rehabilitation
Ambulatory health care services,45.2287855,-76.18998128,Community & Primary Care
Nursing and residential care facilities,44.3951391,-79.69019855,Long-Term & Chronic Care
Ambulatory health care services,44.57320527,-80.94444997,Community & Primary Care
Ambulatory health care services,43.12877553,-80.75641637,Mental Health & Rehabilitation
Nursing and residential care facilities,43.03341871,-80.8808366,Specialized Care & Support Services
Nursing and residential care facilities,43.43165293,-79.77985319,Specialized Care & Support Services
Nursing and residential care facilities,43.9639804,-78.15720412,Specialized Care & Support Services
Nursing and residential care facilities,45.02136413,-74.71865558,Long-Term & Chronic Care
Nursing and residential care facilities,43.3045489,-79.8518665,Specialized Care & Support Services
Nursing and residential care facilities,43.21149506,-80.38916816,Long-Term & Chronic Care
Nursing and residential care facilities,43.13415943,-80.75944377,Specialized Care & Support Services
Nursing and residential care facilities,45.36834094,-75.73633635,Specialized Care & Support Services
Nursing and residential care facilities,45.36789104,-75.73721605,Specialized Care & Support Services
Nursing and residential care facilities,42.58488156,-82.18674717,Specialized Care & Support Services
Nursing and residential care facilities,43.14024625,-80.25491772,Specialized Care & Support Services
Nursing and residential care facilities,43.63979888,-79.4461661,Specialized Care & Support Services
Ambulatory health care services,43.64659738,-79.40423059,Community & Primary Care
Nursing and residential care facilities,43.54388615,-79.66402826,Specialized Care & Support Services
Nursing and residential care facilities,43.96541475,-79.25898437,Long-Term & Chronic Care
Nursing and residential care facilities,44.2983199,-81.091335,Long-Term & Chronic Care
Nursing and residential care facilities,43.26103249,-79.88486411,Long-Term & Chronic Care
Nursing and residential care facilities,42.9554185,-81.2252718,Long-Term & Chronic Care
Nursing and residential care facilities,43.51640151,-80.50225763,Long-Term & Chronic Care
Nursing and residential care facilities,43.51574441,-80.50189473,Specialized Care & Support Services
Ambulatory health care services,45.34336314,-80.02034955,Community & Primary Care
Ambulatory health care services,45.47057402,-76.68421557,Mental Health & Rehabilitation
Nursing and residential care facilities,46.5167198,-84.28446604,Specialized Care & Support Services
Nursing and residential care facilities,47.4453711,-79.63267084,Mental Health & Rehabilitation
Nursing and residential care facilities,43.32623411,-79.79452329,Specialized Care & Support Services
Ambulatory health care services,43.70302348,-79.7251084,Mental Health & Rehabilitation
Nursing and residential care facilities,43.69999507,-79.78142981,Long-Term & Chronic Care
Ambulatory health care services,44.50547802,-77.47481584,Mental Health & Rehabilitation
Ambulatory health care services,45.47260342,-76.68364937,Mental Health & Rehabilitation
Nursing and residential care facilities,44.7693002,-79.9294473,Long-Term & Chronic Care
Ambulatory health care services,44.98634602,-81.24851741,Community & Primary Care
Nursing and residential care facilities,43.19896886,-80.38400806,Specialized Care & Support Services
Nursing and residential care facilities,45.56088511,-74.87676008,Specialized Care & Support Services
Ambulatory health care services,49.12766749,-85.82469749,Mental Health & Rehabilitation
Nursing and residential care facilities,46.31889133,-79.44197936,Mental Health & Rehabilitation
Nursing and residential care facilities,43.4564955,-80.47446971,Long-Term & Chronic Care
Nursing and residential care facilities,43.35352749,-80.30996865,Long-Term & Chronic Care
Nursing and residential care facilities,42.99044098,-81.31277543,Long-Term & Chronic Care
Nursing and residential care facilities,43.31908376,-80.83917752,Long-Term & Chronic Care
Hospitals,44.906182,-76.253006,Acute Care & Hospitals
Nursing and residential care facilities,44.90433714,-76.27097938,Long-Term & Chronic Care
Ambulatory health care services,43.36889846,-81.00177377,Community & Primary Care
Ambulatory health care services,45.89347847,-77.2567044,Community & Primary Care
Nursing and residential care facilities,45.34293864,-75.76125205,Long-Term & Chronic Care
Ambulatory health care services,44.30412145,-78.3193612,Community & Primary Care
Ambulatory health care services,44.30217385,-78.3201686,Community & Primary Care
Ambulatory health care services,44.30167755,-78.3213693,Community & Primary Care
Nursing and residential care facilities,44.32917075,-78.3162444,Specialized Care & Support Services
Nursing and residential care facilities,46.5234901,-84.27552334,Mental Health & Rehabilitation
Ambulatory health care services,45.57566561,-77.25153167,Community & Primary Care
Nursing and residential care facilities,43.65201689,-79.37469238,Mental Health & Rehabilitation
Nursing and residential care facilities,44.7375315,-77.1556304,Long-Term & Chronic Care
Nursing and residential care facilities,43.65541839,-79.38637899,Mental Health & Rehabilitation
Nursing and residential care facilities,43.21627369,-79.71616285,Long-Term & Chronic Care
Nursing and residential care facilities,44.49980349,-80.21902023,Specialized Care & Support Services
Nursing and residential care facilities,45.5420141,-74.99812112,Long-Term & Chronic Care
Nursing and residential care facilities,43.95579153,-81.51071469,Long-Term & Chronic Care
Nursing and residential care facilities,44.52836508,-78.53389679,Long-Term & Chronic Care
Ambulatory health care services,45.36656224,-75.78813686,Mental Health & Rehabilitation
Nursing and residential care facilities,43.4926954,-80.51167673,Long-Term & Chronic Care
Nursing and residential care facilities,43.19467691,-79.2315698,Specialized Care & Support Services
Nursing and residential care facilities,46.51756439,-80.98200638,Long-Term & Chronic Care
Nursing and residential care facilities,48.41777116,-89.25595747,Long-Term & Chronic Care
Nursing and residential care facilities,45.59888873,-74.61425379,Specialized Care & Support Services
Ambulatory health care services,43.66954919,-79.39730609,Community & Primary Care
Ambulatory health care services,45.5409067,-74.98872361,Community & Primary Care
Nursing and residential care facilities,43.22673892,-79.12186246,Long-Term & Chronic Care
Nursing and residential care facilities,44.37927558,-77.96791169,Long-Term & Chronic Care
Nursing and residential care facilities,44.13128166,-79.48019546,Specialized Care & Support Services
Nursing and residential care facilities,42.98360277,-79.24557608,Specialized Care & Support Services
Ambulatory health care services,49.85523524,-93.38452278,Community & Primary Care
Nursing and residential care facilities,43.55675776,-79.58341274,Specialized Care & Support Services
Ambulatory health care services,43.95637569,-78.31652407,Specialized Care & Support Services
Nursing and residential care facilities,44.11144499,-78.95044579,Long-Term & Chronic Care
Nursing and residential care facilities,44.11234069,-78.95054629,Specialized Care & Support Services
Ambulatory health care services,43.1119107,-79.09685505,Community & Primary Care
Nursing and residential care facilities,43.70235774,-80.44308343,Mental Health & Rehabilitation
Nursing and residential care facilities,42.88749045,-79.26194028,Specialized Care & Support Services
Nursing and residential care facilities,45.47500507,-75.47078027,Specialized Care & Support Services
Nursing and residential care facilities,43.48026034,-79.71675247,Long-Term & Chronic Care
Ambulatory health care services,46.080413,-79.360947,Community & Primary Care
Ambulatory health care services,44.70554094,-75.52050712,Community & Primary Care
Nursing and residential care facilities,43.7159154,-79.28576136,Specialized Care & Support Services
Ambulatory health care services,43.20458206,-80.38708756,Community & Primary Care
Ambulatory health care services,43.49886213,-79.87649953,Community & Primary Care
Ambulatory health care services,44.00910225,-77.13599269,Community & Primary Care
Nursing and residential care facilities,43.18638941,-81.40072728,Specialized Care & Support Services
Nursing and residential care facilities,45.27185633,-75.70670863,Specialized Care & Support Services
Nursing and residential care facilities,49.783303,-92.8352797,Long-Term & Chronic Care
Nursing and residential care facilities,44.30427485,-78.3175451,Specialized Care & Support Services
Ambulatory health care services,43.66811959,-79.37366898,Mental Health & Rehabilitation
Nursing and residential care facilities,45.33240924,-75.77037505,Mental Health & Rehabilitation
Ambulatory health care services,44.59768821,-75.68863117,Mental Health & Rehabilitation
Nursing and residential care facilities,44.2237359,-76.5062064,Long-Term & Chronic Care
Hospitals,44.2160089,-76.5286561,Mental Health & Rehabilitation
Nursing and residential care facilities,43.7122051,-79.2850295,Long-Term & Chronic Care
Nursing and residential care facilities,44.23553812,-76.4854634,Long-Term & Chronic Care
Ambulatory health care services,42.77910165,-81.19414398,Mental Health & Rehabilitation
Ambulatory health care services,45.41356995,-75.70634624,Mental Health & Rehabilitation
Ambulatory health care services,43.69503067,-79.77137851,Community & Primary Care
Ambulatory health care services,44.23038802,-76.4851883,Community & Primary Care
Nursing and residential care facilities,43.26115109,-79.87697411,Long-Term & Chronic Care
Nursing and residential care facilities,43.46395854,-79.68888876,Specialized Care & Support Services
Nursing and residential care facilities,42.98946328,-81.23601261,Specialized Care & Support Services
Nursing and residential care facilities,43.0974671,-79.10210755,Specialized Care & Support Services
Nursing and residential care facilities,43.18908096,-80.38626696,Specialized Care & Support Services
Nursing and residential care facilities,43.43497405,-81.50347404,Long-Term & Chronic Care
Nursing and residential care facilities,45.47890827,-75.50317318,Specialized Care & Support Services
Ambulatory health care services,43.16328251,-79.23018339,Community & Primary Care
Nursing and residential care facilities,44.17668077,-77.39264349,Specialized Care & Support Services
Nursing and residential care facilities,43.0997467,-79.07748394,Long-Term & Chronic Care
Hospitals,43.9066084,-78.8703454,Specialized Care & Support Services
Nursing and residential care facilities,44.50144059,-80.19995002,Specialized Care & Support Services
Nursing and residential care facilities,48.71856,-94.5692765,Long-Term & Chronic Care
Nursing and residential care facilities,48.61757858,-93.38953726,Long-Term & Chronic Care
Ambulatory health care services,42.98086162,-82.36095886,Community & Primary Care
Ambulatory health care services,43.4447645,-80.47846871,Mental Health & Rehabilitation
Nursing and residential care facilities,43.76323831,-79.32006477,Specialized Care & Support Services
Nursing and residential care facilities,44.10408728,-79.11189924,Long-Term & Chronic Care
Nursing and residential care facilities,43.67675159,-79.44756641,Mental Health & Rehabilitation
Ambulatory health care services,51.02154624,-93.82258935,Mental Health & Rehabilitation
Nursing and residential care facilities,43.68078827,-79.78407931,Specialized Care & Support Services
Nursing and residential care facilities,45.31605973,-75.9006471,Specialized Care & Support Services
Nursing and residential care facilities,46.49554268,-80.99677148,Specialized Care & Support Services
Nursing and residential care facilities,42.91807758,-78.91163277,Specialized Care & Support Services
Nursing and residential care facilities,45.34226624,-75.78929286,Specialized Care & Support Services
Nursing and residential care facilities,43.95079819,-78.28804066,Long-Term & Chronic Care
Nursing and residential care facilities,42.31362957,-83.03932361,Long-Term & Chronic Care
Nursing and residential care facilities,44.42391627,-78.26718299,Specialized Care & Support Services
Nursing and residential care facilities,43.65437708,-79.45149351,Mental Health & Rehabilitation
Nursing and residential care facilities,46.46335238,-81.01002818,Specialized Care & Support Services
Ambulatory health care services,43.63785208,-79.48844552,Specialized Care & Support Services
Nursing and residential care facilities,43.23102399,-79.91358922,Long-Term & Chronic Care
Nursing and residential care facilities,43.63097875,-80.04122729,Mental Health & Rehabilitation
Ambulatory health care services,43.4629275,-80.52084063,Community & Primary Care
Hospitals,43.0039418,-81.2052394,Mental Health & Rehabilitation
Ambulatory health care services,43.1176724,-79.23961159,Mental Health & Rehabilitation
Ambulatory health care services,44.04550395,-79.46877495,Mental Health & Rehabilitation
Nursing and residential care facilities,43.65426168,-79.39321379,Mental Health & Rehabilitation
Ambulatory health care services,45.80044976,-77.11660234,Community & Primary Care
Nursing and residential care facilities,46.104989,-64.7844713,Specialized Care & Support Services
Nursing and residential care facilities,45.60023563,-74.61370539,Long-Term & Chronic Care
Nursing and residential care facilities,43.7005841,-79.25423655,Specialized Care & Support Services
Nursing and residential care facilities,53.38660717,-91.81206083,Mental Health & Rehabilitation
Nursing and residential care facilities,43.71934439,-79.57220015,Specialized Care & Support Services
Nursing and residential care facilities,45.19343741,-75.84400347,Specialized Care & Support Services
Nursing and residential care facilities,43.89552572,-79.44037102,Specialized Care & Support Services
Nursing and residential care facilities,45.19246311,-75.84250747,Specialized Care & Support Services
Nursing and residential care facilities,42.10422443,-83.11025501,Long-Term & Chronic Care
Nursing and residential care facilities,43.03054879,-81.28193283,Specialized Care & Support Services
Nursing and residential care facilities,43.87877462,-79.49212484,Specialized Care & Support Services
Ambulatory health care services,44.91435266,-75.84199934,Specialized Care & Support Services
Nursing and residential care facilities,44.85401794,-76.15761694,Specialized Care & Support Services
Ambulatory health care services,45.34576814,-75.69254663,Community & Primary Care
Nursing and residential care facilities,44.23807732,-76.4823285,Long-Term & Chronic Care
Ambulatory health care services,45.40313215,-75.73068205,Mental Health & Rehabilitation
Nursing and residential care facilities,43.18766128,-79.80319278,Long-Term & Chronic Care
Nursing and residential care facilities,43.478586,-81.191192,Long-Term & Chronic Care
Nursing and residential care facilities,43.37797216,-80.96371076,Specialized Care & Support Services
Nursing and residential care facilities,44.3039488,-79.36171604,Long-Term & Chronic Care
Nursing and residential care facilities,43.1140665,-79.06294324,Specialized Care & Support Services
Nursing and residential care facilities,43.37692539,-80.32575336,Long-Term & Chronic Care
Nursing and residential care facilities,45.01145502,-74.75926099,Specialized Care & Support Services
Nursing and residential care facilities,48.60919178,-93.38023505,Mental Health & Rehabilitation
Nursing and residential care facilities,42.29910898,-82.92755457,Long-Term & Chronic Care
Nursing and residential care facilities,42.39921553,-82.19474266,Long-Term & Chronic Care
Nursing and residential care facilities,45.81512426,-77.09614794,Specialized Care & Support Services
Nursing and residential care facilities,44.33636205,-78.3150222,Long-Term & Chronic Care
Nursing and residential care facilities,43.14202985,-80.27312212,Specialized Care & Support Services
Nursing and residential care facilities,44.1565956,-79.8690118,Specialized Care & Support Services
Nursing and residential care facilities,44.34268529,-79.70744685,Long-Term & Chronic Care
Nursing and residential care facilities,44.3426434,-79.7074458,Specialized Care & Support Services
Nursing and residential care facilities,45.31732153,-75.84312538,Specialized Care & Support Services
Nursing and residential care facilities,43.75467751,-79.24789355,Long-Term & Chronic Care
Nursing and residential care facilities,44.17446891,-80.80961509,Long-Term & Chronic Care
Nursing and residential care facilities,43.68583989,-79.4218175,Long-Term & Chronic Care
Nursing and residential care facilities,44.84219285,-75.89019625,Long-Term & Chronic Care
Nursing and residential care facilities,48.53944263,-80.46973105,Long-Term & Chronic Care
Nursing and residential care facilities,43.69126697,-79.76581591,Specialized Care & Support Services
Nursing and residential care facilities,43.96610089,-78.28725176,Specialized Care & Support Services
Nursing and residential care facilities,42.02625934,-82.59111505,Specialized Care & Support Services
Nursing and residential care facilities,44.25504702,-76.57513363,Specialized Care & Support Services
Nursing and residential care facilities,42.8343442,-80.3049921,Specialized Care & Support Services
Nursing and residential care facilities,42.98237222,-82.37633627,Specialized Care & Support Services
Nursing and residential care facilities,43.24254819,-79.82343809,Specialized Care & Support Services
Nursing and residential care facilities,44.59730891,-75.69584527,Specialized Care & Support Services
Nursing and residential care facilities,44.29393274,-78.33968781,Specialized Care & Support Services
Hospitals,44.602034,-75.66444,Mental Health & Rehabilitation
Hospitals,45.3890056,-75.7301564,Mental Health & Rehabilitation
Nursing and residential care facilities,45.01899663,-74.72492888,Mental Health & Rehabilitation
Nursing and residential care facilities,43.00162217,-79.26928669,Long-Term & Chronic Care
Nursing and residential care facilities,43.83992155,-80.84393637,Long-Term & Chronic Care
Nursing and residential care facilities,44.25745432,-76.56619533,Specialized Care & Support Services
Nursing and residential care facilities,43.85601072,-79.41728601,Specialized Care & Support Services
Nursing and residential care facilities,44.30081365,-78.3259571,Specialized Care & Support Services
Nursing and residential care facilities,43.6641822,-79.4811296,Long-Term & Chronic Care
Nursing and residential care facilities,45.25640974,-75.35449881,Specialized Care & Support Services
Nursing and residential care facilities,43.06372505,-79.96059802,Specialized Care & Support Services
Nursing and residential care facilities,44.06873465,-81.58265262,Specialized Care & Support Services
Nursing and residential care facilities,45.440251,-75.239955,Specialized Care & Support Services
Nursing and residential care facilities,43.4253246,-80.31029116,Specialized Care & Support Services
Nursing and residential care facilities,45.03749423,-74.75148549,Specialized Care & Support Services
Nursing and residential care facilities,44.58237802,-79.86181752,Long-Term & Chronic Care
Nursing and residential care facilities,45.440588,-75.347066,Long-Term & Chronic Care
Ambulatory health care services,44.62943456,-81.25747997,Community & Primary Care
Nursing and residential care facilities,43.97509868,-80.73933974,Long-Term & Chronic Care
Nursing and residential care facilities,46.5082125,-84.32441905,Mental Health & Rehabilitation
Ambulatory health care services,43.75513221,-79.24956745,Community & Primary Care
Ambulatory health care services,43.73904541,-79.21573104,Community & Primary Care
Nursing and residential care facilities,43.74077741,-79.21877154,Specialized Care & Support Services
Nursing and residential care facilities,43.44647254,-79.66785156,Mental Health & Rehabilitation
Nursing and residential care facilities,42.03374554,-82.59725745,Specialized Care & Support Services
Nursing and residential care facilities,43.55647627,-81.39760291,Long-Term & Chronic Care
Nursing and residential care facilities,42.08716293,-83.10768001,Specialized Care & Support Services
Nursing and residential care facilities,42.29392128,-82.71986371,Specialized Care & Support Services
Nursing and residential care facilities,43.12530695,-80.28557542,Specialized Care & Support Services
Nursing and residential care facilities,43.90714436,-78.70603649,Specialized Care & Support Services
Nursing and residential care facilities,44.10099394,-77.58549614,Specialized Care & Support Services
Nursing and residential care facilities,43.49338783,-79.86869212,Specialized Care & Support Services
Nursing and residential care facilities,44.57210787,-80.91516096,Specialized Care & Support Services
Nursing and residential care facilities,42.23693986,-83.0218335,Specialized Care & Support Services
Nursing and residential care facilities,43.237456,-79.71577025,Specialized Care & Support Services
Nursing and residential care facilities,42.95827325,-81.64931664,Specialized Care & Support Services
Nursing and residential care facilities,43.00194648,-79.26073529,Specialized Care & Support Services
Ambulatory health care services,45.02104953,-74.73000038,Specialized Care & Support Services
Nursing and residential care facilities,43.03265541,-80.8830515,Long-Term & Chronic Care
Nursing and residential care facilities,44.47717557,-76.23550034,Specialized Care & Support Services
Nursing and residential care facilities,43.68123159,-79.4266182,Specialized Care & Support Services
Nursing and residential care facilities,43.77304721,-79.36002319,Long-Term & Chronic Care
Nursing and residential care facilities,43.96466384,-81.51076269,Specialized Care & Support Services
Nursing and residential care facilities,44.3733395,-79.66832374,Specialized Care & Support Services
Nursing and residential care facilities,42.33324553,-82.00312039,Specialized Care & Support Services
Nursing and residential care facilities,45.35245904,-75.69600033,Mental Health & Rehabilitation
Nursing and residential care facilities,44.18400301,-80.82253259,Specialized Care & Support Services
Ambulatory health care services,45.43407076,-75.66169613,Mental Health & Rehabilitation
Ambulatory health care services,43.9153785,-80.10451754,Mental Health & Rehabilitation
Ambulatory health care services,49.41830514,-82.42231392,Mental Health & Rehabilitation
Nursing and residential care facilities,43.78117732,-79.20432774,Long-Term & Chronic Care
Nursing and residential care facilities,44.61828025,-79.42959029,Mental Health & Rehabilitation
Ambulatory health care services,48.40809756,-89.23772706,Mental Health & Rehabilitation
Ambulatory health care services,44.10113505,-77.57631584,Mental Health & Rehabilitation
Ambulatory health care services,44.25568652,-76.498125,Mental Health & Rehabilitation
Nursing and residential care facilities,43.1869815,-79.52455129,Specialized Care & Support Services
Ambulatory health care services,44.7679382,-76.69071421,Community & Primary Care
Nursing and residential care facilities,44.7728289,-76.68572321,Specialized Care & Support Services
Nursing and residential care facilities,44.08301872,-80.20421248,Long-Term & Chronic Care
Nursing and residential care facilities,43.78271331,-79.29413397,Long-Term & Chronic Care
Nursing and residential care facilities,43.78183521,-79.29511607,Specialized Care & Support Services
Nursing and residential care facilities,45.29155252,-75.88038939,Mental Health & Rehabilitation
Ambulatory health care services,43.66230769,-79.37202078,Community & Primary Care
Nursing and residential care facilities,43.66267759,-79.37266528,Long-Term & Chronic Care
Nursing and residential care facilities,43.14405575,-80.26632602,Specialized Care & Support Services
Nursing and residential care facilities,43.51060205,-79.64829886,Long-Term & Chronic Care
Nursing and residential care facilities,43.88950162,-79.51877245,Long-Term & Chronic Care
Nursing and residential care facilities,44.60514,-75.662296,Long-Term & Chronic Care
Ambulatory health care services,46.49171358,-81.00200379,Mental Health & Rehabilitation
Nursing and residential care facilities,43.04660368,-79.2860776,Specialized Care & Support Services
Nursing and residential care facilities,43.56232545,-79.68858187,Long-Term & Chronic Care
Nursing and residential care facilities,42.8331043,-80.3030857,Specialized Care & Support Services
Nursing and residential care facilities,44.08139484,-79.77752875,Long-Term & Chronic Care
Nursing and residential care facilities,44.3868042,-79.70197505,Specialized Care & Support Services
Ambulatory health care services,43.64077598,-79.4332507,Mental Health & Rehabilitation
Ambulatory health care services,43.07223685,-80.11651657,Mental Health & Rehabilitation
Ambulatory health care services,44.89791865,-76.027595,Community & Primary Care
Ambulatory health care services,43.09567428,-79.54853809,Community & Primary Care
Nursing and residential care facilities,45.40566275,-75.68555823,Mental Health & Rehabilitation
Nursing and residential care facilities,43.65585569,-79.37700068,Mental Health & Rehabilitation
Ambulatory health care services,45.41356995,-75.70634624,Specialized Care & Support Services
Ambulatory health care services,43.64308398,-79.41732259,Mental Health & Rehabilitation
Ambulatory health care services,45.49381755,-78.23260578,Community & Primary Care
Nursing and residential care facilities,48.76584185,-80.68247105,Long-Term & Chronic Care
Ambulatory health care services,48.47443527,-81.32863693,Mental Health & Rehabilitation
Ambulatory health care services,43.69079619,-79.32641447,Community & Primary Care
Nursing and residential care facilities,43.7021584,-79.29886836,Specialized Care & Support Services
Nursing and residential care facilities,44.48871523,-81.36830209,Long-Term & Chronic Care
Nursing and residential care facilities,48.38274726,-89.25160776,Long-Term & Chronic Care
Nursing and residential care facilities,48.37456045,-89.27416157,Long-Term & Chronic Care
Nursing and residential care facilities,48.45042517,-89.21555166,Long-Term & Chronic Care
Nursing and residential care facilities,43.65401857,-79.7322165,Specialized Care & Support Services
Nursing and residential care facilities,42.02834304,-82.73923269,Specialized Care & Support Services
Ambulatory health care services,44.06118145,-79.45377914,Community & Primary Care
Nursing and residential care facilities,44.05931585,-79.45092944,Long-Term & Chronic Care
Ambulatory health care services,44.56794327,-80.94594007,Mental Health & Rehabilitation
Ambulatory health care services,42.77779055,-81.15086667,Community & Primary Care
Nursing and residential care facilities,45.82410606,-79.37081068,Specialized Care & Support Services
Nursing and residential care facilities,44.60314495,-79.45390869,Long-Term & Chronic Care
Nursing and residential care facilities,44.23107203,-78.39679912,Long-Term & Chronic Care
Nursing and residential care facilities,48.478149,-81.220053,Specialized Care & Support Services
Nursing and residential care facilities,42.96355986,-81.62413493,Long-Term & Chronic Care
Nursing and residential care facilities,42.40239323,-82.17974525,Specialized Care & Support Services
Nursing and residential care facilities,43.34600049,-80.32871446,Long-Term & Chronic Care
Nursing and residential care facilities,43.7706405,-79.45685582,Specialized Care & Support Services
Nursing and residential care facilities,42.98250767,-79.25673889,Specialized Care & Support Services
Nursing and residential care facilities,43.2050955,-79.9103179,Specialized Care & Support Services
Nursing and residential care facilities,46.575821,-81.183418,Long-Term & Chronic Care
Nursing and residential care facilities,43.67253289,-79.40161649,Long-Term & Chronic Care
Nursing and residential care facilities,43.53898161,-80.55157454,Specialized Care & Support Services
Nursing and residential care facilities,45.27229585,-75.28638399,Long-Term & Chronic Care
Nursing and residential care facilities,44.26877564,-78.36982641,Long-Term & Chronic Care
Nursing and residential care facilities,48.438058,-89.222677,Long-Term & Chronic Care
Hospitals,48.438058,-89.222677,Mental Health & Rehabilitation
Nursing and residential care facilities,45.01462532,-74.73145128,Long-Term & Chronic Care
Ambulatory health care services,42.77878014,-81.20023468,Mental Health & Rehabilitation
Hospitals,42.9554185,-81.2252717,Acute Care & Hospitals
Nursing and residential care facilities,42.74212,-81.190465,Acute Care & Hospitals
Nursing and residential care facilities,43.549994,-80.272024,Long-Term & Chronic Care
Hospitals,43.240445,-79.884108,Mental Health & Rehabilitation
Hospitals,43.25397419,-79.8705761,Mental Health & Rehabilitation
Hospitals,43.22058869,-79.77488487,Acute Care & Hospitals
Nursing and residential care facilities,43.708582,-79.343706,Long-Term & Chronic Care
Nursing and residential care facilities,46.46661488,-80.96677167,Long-Term & Chronic Care
Nursing and residential care facilities,43.65914419,-79.36670818,Mental Health & Rehabilitation
Nursing and residential care facilities,44.60164641,-75.66542026,Long-Term & Chronic Care
Nursing and residential care facilities,44.22841651,-76.4810908,Specialized Care & Support Services
Nursing and residential care facilities,43.13946185,-80.26359902,Mental Health & Rehabilitation
Nursing and residential care facilities,42.98637198,-81.23902261,Mental Health & Rehabilitation
Nursing and residential care facilities,48.47675827,-81.32892253,Specialized Care & Support Services
Nursing and residential care facilities,43.24002559,-79.78103737,Specialized Care & Support Services
Nursing and residential care facilities,43.65822408,-79.4299437,Mental Health & Rehabilitation
Ambulatory health care services,43.66473609,-79.37417518,Community & Primary Care
Nursing and residential care facilities,43.65757158,-79.40343899,Specialized Care & Support Services
Ambulatory health care services,43.37906466,-81.00204587,Community & Primary Care
Nursing and residential care facilities,44.41953308,-80.09109148,Long-Term & Chronic Care
Nursing and residential care facilities,43.33915669,-80.33371706,Long-Term & Chronic Care
Nursing and residential care facilities,44.30226088,-77.54846075,Long-Term & Chronic Care
Nursing and residential care facilities,45.34708554,-75.73052644,Specialized Care & Support Services
Nursing and residential care facilities,44.29550558,-77.54963075,Specialized Care & Support Services
Nursing and residential care facilities,45.26362052,-75.9274985,Specialized Care & Support Services
Nursing and residential care facilities,43.51325682,-80.23946794,Specialized Care & Support Services
Ambulatory health care services,43.70972309,-79.39930509,Specialized Care & Support Services
Nursing and residential care facilities,43.53352352,-80.27614866,Mental Health & Rehabilitation
Nursing and residential care facilities,45.13580539,-76.15419976,Long-Term & Chronic Care
Nursing and residential care facilities,43.97208935,-79.24961147,Specialized Care & Support Services
Ambulatory health care services,43.36359836,-80.98996027,Community & Primary Care
Nursing and residential care facilities,42.95570205,-81.64392804,Long-Term & Chronic Care
Nursing and residential care facilities,43.96205389,-78.16781002,Long-Term & Chronic Care
Nursing and residential care facilities,43.65925109,-79.37243298,Mental Health & Rehabilitation
Ambulatory health care services,43.65869789,-79.37001078,Mental Health & Rehabilitation
Nursing and residential care facilities,43.58212646,-79.70532398,Long-Term & Chronic Care
Nursing and residential care facilities,43.78816992,-79.24005215,Specialized Care & Support Services
Ambulatory health care services,46.48222358,-81.00645759,Community & Primary Care
Nursing and residential care facilities,43.01031973,-82.34671616,Long-Term & Chronic Care
Ambulatory health care services,43.57213966,-79.61082055,Community & Primary Care
Nursing and residential care facilities,43.33226941,-79.80880339,Mental Health & Rehabilitation
Nursing and residential care facilities,44.55878477,-80.92755656,Specialized Care & Support Services
Nursing and residential care facilities,42.05585245,-82.58946575,Long-Term & Chronic Care
Nursing and residential care facilities,44.63897785,-79.42409559,Specialized Care & Support Services
Hospitals,43.6650195,-79.3823361,Specialized Care & Support Services
Hospitals,43.66171,-79.387745,Specialized Care & Support Services
Nursing and residential care facilities,43.88695065,-78.90906825,Long-Term & Chronic Care
Nursing and residential care facilities,43.36880982,-79.72973777,Specialized Care & Support Services
Nursing and residential care facilities,43.79523551,-79.43742711,Specialized Care & Support Services
Nursing and residential care facilities,43.99028724,-79.46696414,Specialized Care & Support Services
Nursing and residential care facilities,43.54899385,-79.68808997,Specialized Care & Support Services
Nursing and residential care facilities,43.62096837,-79.60555515,Specialized Care & Support Services
Nursing and residential care facilities,43.45397384,-79.68064656,Specialized Care & Support Services
Nursing and residential care facilities,43.86580402,-79.43672372,Specialized Care & Support Services
Nursing and residential care facilities,43.86308503,-79.29911048,Specialized Care & Support Services
Nursing and residential care facilities,42.32883118,-82.97746139,Specialized Care & Support Services
Ambulatory health care services,49.76655,-94.502517,Community & Primary Care
Nursing and residential care facilities,45.02928432,-74.89304624,Specialized Care & Support Services
Nursing and residential care facilities,44.50191069,-80.20123672,Long-Term & Chronic Care
Nursing and residential care facilities,43.7131299,-79.36614148,Long-Term & Chronic Care
Ambulatory health care services,46.5069495,-84.32633015,Community & Primary Care
Nursing and residential care facilities,45.8296882,-77.1109031,Specialized Care & Support Services
Ambulatory health care services,43.50005044,-79.87855563,Mental Health & Rehabilitation
Ambulatory health care services,43.51046984,-79.87435593,Mental Health & Rehabilitation
Nursing and residential care facilities,44.41322268,-80.07362467,Specialized Care & Support Services
