source_facility_type,odhf_facility_type,latitude,longitude
community support service,Ambulatory health care services,43.79635041,-79.31678308
community support service,Ambulatory health care services,43.26067949,-79.88144281
community support service,Ambulatory health care services,44.22437671,-76.52233701
community support service,Ambulatory health care services,43.51086305,-79.67178966
long-term care home,Nursing and residential care facilities,43.77304721,-79.36002319
general,Hospitals,49.42561,-82.427581
,Nursing and residential care facilities,54.779299,-127.15819
retirement home,Nursing and residential care facilities,43.96466384,-81.51076269
retirement home,Nursing and residential care facilities,44.3733395,-79.66832374
retirement home,Nursing and residential care facilities,42.33324553,-82.00312039
mental health and addiction organization,Nursing and residential care facilities,45.35245904,-75.69600033
retirement home,Nursing and residential care facilities,44.18400301,-80.82253259
community support service,Ambulatory health care services,46.20211726,-82.46780273
mental health and addiction organization,Ambulatory health care services,45.43407076,-75.66169613
mental health and addiction organization,Ambulatory health care services,43.9153785,-80.10451754
community support service,Ambulatory health care services,43.66503417,-79.68613508
active acute hospital,Nursing and residential care facilities,,
general,Hospitals,54.785021,-127.163422
community support service,Ambulatory health care services,45.61067883,-74.61816159
mental health and addiction organization,Ambulatory health care services,49.41830514,-82.42231392
long-term care home,Nursing and residential care facilities,43.78117732,-79.20432774
mental health and addiction organization,Nursing and residential care facilities,44.61828025,-79.42959029
mental health and addiction organization,Ambulatory health care services,48.40809756,-89.23772706
mental health and addiction organization,Ambulatory health care services,44.10113505,-77.57631584
mental health and addiction organization,Ambulatory health care services,44.25568652,-76.498125
,Nursing and residential care facilities,49.241643,-124.77894
retirement home,Nursing and residential care facilities,43.1869815,-79.52455129
family health team - contract,Ambulatory health care services,44.7679382,-76.69071421
retirement home,Nursing and residential care facilities,44.7728289,-76.68572321
community support service,Ambulatory health care services,45.5138039,-80.2735653
community support service,Ambulatory health care services,45.882268,-81.906589
,Nursing and residential care facilities,53.908657,-122.77614
long-term care home,Nursing and residential care facilities,44.08301872,-80.20421248
long-term care home,Nursing and residential care facilities,43.78271331,-79.29413397
retirement home,Nursing and residential care facilities,43.78183521,-79.29511607
mental health and addiction organization,Nursing and residential care facilities,45.29155252,-75.88038939
family health team - contract,Ambulatory health care services,43.66230769,-79.37202078
long-term care home,Nursing and residential care facilities,43.66267759,-79.37266528
retirement home,Nursing and residential care facilities,43.14405575,-80.26632602
long-term care home,Nursing and residential care facilities,43.51060205,-79.64829886
general,Hospitals,49.2494788,-123.0157868
long-term care home,Nursing and residential care facilities,43.88950162,-79.51877245
community support service,Ambulatory health care services,43.00530568,-81.30809613
long-term care home,Nursing and residential care facilities,44.60514,-75.662296
community support service,Ambulatory health care services,45.92231709,-82.84982812
mental health and addiction organization,Ambulatory health care services,46.49171358,-81.00200379
retirement home,Nursing and residential care facilities,43.04660368,-79.2860776
general,Hospitals,43.8206976,-79.4042384
,Ambulatory health care services,48.45081,-123.387382
,Nursing and residential care facilities,48.460042,-123.39956
long-term care home,Nursing and residential care facilities,43.56232545,-79.68858187
retirement home,Nursing and residential care facilities,42.8331043,-80.3030857
long-term care home,Nursing and residential care facilities,44.08139484,-79.77752875
retirement home,Nursing and residential care facilities,44.3868042,-79.70197505
community support service,Ambulatory health care services,44.44491511,-79.74484567
long term care,Nursing and residential care facilities,,
general,Hospitals,50.1045094,-91.9268373
general,Hospitals,50.1024549,-91.9241884
long term care,Nursing and residential care facilities,,
community support service,Ambulatory health care services,50.09774718,-91.91950148
community support service,Ambulatory health care services,45.03645236,-78.56024274
mental health and addiction organization,Ambulatory health care services,43.64077598,-79.4332507
mental health and addiction organization,Ambulatory health care services,43.07223685,-80.11651657
community support service,Ambulatory health care services,51.16113294,-91.58227228
nurse practitioner led clinic,Ambulatory health care services,44.89791865,-76.027595
family health team - contract,Ambulatory health care services,43.09567428,-79.54853809
general,Hospitals,49.272285,-81.610265
active acute hospital,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.256752,-123.093
mental health and addiction organization,Nursing and residential care facilities,45.40566275,-75.68555823
community support service,Ambulatory health care services,43.66800979,-79.38663819
mental health and addiction organization,Nursing and residential care facilities,43.65585569,-79.37700068
community support service,Ambulatory health care services,48.48601227,-81.31161512
children's treatment centre,Ambulatory health care services,45.41356995,-75.70634624
mental health and addiction organization,Ambulatory health care services,43.64308398,-79.41732259
family health team - contract,Ambulatory health care services,45.49381755,-78.23260578
general,Hospitals,44.1229318,-81.1528703
general,Hospitals,44.298492,-81.093232
,Nursing and residential care facilities,49.332392,-123.085
general,Hospitals,44.1798659,-80.828585
general,Hospitals,44.1890238,-81.6254754
long-term care home,Nursing and residential care facilities,48.76584185,-80.68247105
other,Ambulatory health care services,,
mental health and addiction organization,Ambulatory health care services,48.47443527,-81.32863693
,Nursing and residential care facilities,49.1204814,-122.9062557
community support service,Ambulatory health care services,44.25958092,-76.52041361
community support service,Ambulatory health care services,44.19008777,-77.38334099
family health team - contract,Ambulatory health care services,43.69079619,-79.32641447
community support service,Ambulatory health care services,42.05812245,-82.58577985
general,Hospitals,43.3434413,-81.4808245
general,Hospitals,45.04781,-79.314359
senior active living centre,Nursing and residential care facilities,43.7021584,-79.29886836
community support service,Ambulatory health care services,43.66115189,-79.33920577
long term care,Nursing and residential care facilities,,
community support service,Ambulatory health care services,42.98657228,-81.28184972
community support service,Ambulatory health care services,42.98523708,-81.24835651
aids bureau,Ambulatory health care services,45.38799185,-75.67505383
long-term care home,Nursing and residential care facilities,44.48871523,-81.36830209
,Ambulatory health care services,49.234503,-124.026347
,Nursing and residential care facilities,49.2577746,-123.1054368
,Nursing and residential care facilities,53.900246,-122.80605
long-term care home,Nursing and residential care facilities,48.38274726,-89.25160776
long-term care home,Nursing and residential care facilities,48.37456045,-89.27416157
long-term care home,Nursing and residential care facilities,48.45042517,-89.21555166
retirement home,Nursing and residential care facilities,43.65401857,-79.7322165
community support service,Ambulatory health care services,44.40484904,-76.59663125
retirement home,Nursing and residential care facilities,42.02834304,-82.73923269
family health team - contract,Ambulatory health care services,44.06118145,-79.45377914
general,Hospitals,44.0602265,-79.4522927
,Nursing and residential care facilities,49.2254665,-122.6634862
long-term care home,Nursing and residential care facilities,44.05931585,-79.45092944
mental health and addiction organization,Ambulatory health care services,44.56794327,-80.94594007
community support service,Ambulatory health care services,42.80845733,-81.53664599
public health unit office,Ambulatory health care services,42.77779055,-81.15086667
,Nursing and residential care facilities,49.2241206,-122.629491
retirement home,Nursing and residential care facilities,45.82410606,-79.37081068
long-term care home,Nursing and residential care facilities,44.60314495,-79.45390869
community support service,Ambulatory health care services,43.718498,-79.36971499
long-term care home,Nursing and residential care facilities,44.23107203,-78.39679912
retirement home,Nursing and residential care facilities,48.478149,-81.220053
community support service,Nursing and residential care facilities,43.36760056,-81.00083747
long-term care home,Nursing and residential care facilities,42.96355986,-81.62413493
community support service,Nursing and residential care facilities,43.64740068,-79.40429659
retirement home,Nursing and residential care facilities,42.40239323,-82.17974525
long-term care home,Nursing and residential care facilities,43.34600049,-80.32871446
retirement home,Nursing and residential care facilities,43.7706405,-79.45685582
other,Ambulatory health care services,,
retirement home,Nursing and residential care facilities,42.98250767,-79.25673889
long term care,Nursing and residential care facilities,,
general,Hospitals,50.009834,-125.242771
community support service,Ambulatory health care services,43.69098659,-79.47236762
community support service,Ambulatory health care services,43.68434358,-79.51869943
retirement home,Nursing and residential care facilities,43.2050955,-79.9103179
general,Hospitals,45.482208,-77.694697
long-term care home,Nursing and residential care facilities,46.575821,-81.183418
long-term care home,Nursing and residential care facilities,43.67253289,-79.40161649
,Nursing and residential care facilities,48.783462,-123.70701
community support service,Nursing and residential care facilities,43.69477959,-79.44946361
retirement home,Nursing and residential care facilities,43.53898161,-80.55157454
long-term care home,Nursing and residential care facilities,45.27229585,-75.28638399
rehabilitation,Hospitals,43.7875454,-79.4040568
community support service,Nursing and residential care facilities,44.30707135,-78.3187302
long-term care home,Nursing and residential care facilities,44.26877564,-78.36982641
chronic care,Nursing and residential care facilities,48.438058,-89.222677
psychiatric,Hospitals,48.438058,-89.222677
,Nursing and residential care facilities,49.1698215,-123.1558957
long-term care home,Nursing and residential care facilities,45.01462532,-74.73145128
hospital - corporation,Hospitals,46.46719898,-80.96760137
general,Hospitals,46.384833,-82.660924
mental health and addiction organization,Ambulatory health care services,42.77878014,-81.20023468
hospital - site,Hospitals,42.9554185,-81.2252717
hospital - site,Nursing and residential care facilities,42.74212,-81.190465
chronic care,Nursing and residential care facilities,43.549994,-80.272024
general,Hospitals,43.640631,-79.450314
,Nursing and residential care facilities,55.750662,-120.25726
general,Hospitals,43.240445,-79.884108
psychiatric,Hospitals,43.240445,-79.884108
mental health and addiction organization,Hospitals,43.25397419,-79.8705761
hospital - site,Hospitals,43.22058869,-79.77488487
community support service,Ambulatory health care services,43.20362518,-79.89552741
community support service,Nursing and residential care facilities,43.01781968,-81.26516492
general,Hospitals,43.0002801,-81.253347
chronic care,Nursing and residential care facilities,43.708582,-79.343706
,Ambulatory health care services,49.254122,-122.98946
community support service,Nursing and residential care facilities,43.14553416,-80.23530631
community support service,Ambulatory health care services,43.26175889,-79.95770113
long-term care home,Nursing and residential care facilities,46.46661488,-80.96677167
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.329066,-123.13
long term care,Nursing and residential care facilities,,
mental health and addiction organization,Nursing and residential care facilities,43.65914419,-79.36670818
long-term care home,Nursing and residential care facilities,44.60164641,-75.66542026
retirement home,Nursing and residential care facilities,44.22841651,-76.4810908
mental health and addiction organization,Nursing and residential care facilities,43.13946185,-80.26359902
mental health and addiction organization,Nursing and residential care facilities,42.98637198,-81.23902261
retirement home,Nursing and residential care facilities,48.47675827,-81.32892253
,Nursing and residential care facilities,49.3511,-123.107354
general,Hospitals,43.4382883,-80.5007975
community support service,Ambulatory health care services,43.25156843,-81.1333145
community support service,Nursing and residential care facilities,43.68123159,-79.4266182
senior active living centre,Nursing and residential care facilities,43.24002559,-79.78103737
mental health and addiction organization,Nursing and residential care facilities,43.65822408,-79.4299437
general,Hospitals,43.6539147,-79.3776706
family health team - contract,Ambulatory health care services,43.66473609,-79.37417518
community support service,Nursing and residential care facilities,45.36947155,-75.68903093
,Nursing and residential care facilities,49.3532103,-123.1074121
community support service,Nursing and residential care facilities,43.79635041,-79.31678308
senior active living centre,Nursing and residential care facilities,43.65757158,-79.40343899
general,Hospitals,42.7628781,-81.1807827
family health team - contract,Ambulatory health care services,43.37906466,-81.00204587
long-term care home,Nursing and residential care facilities,44.41953308,-80.09109148
general,Hospitals,44.155748,-79.875121
long-term care home,Nursing and residential care facilities,43.33915669,-80.33371706
,Nursing and residential care facilities,49.9086172,-119.4621133
long-term care home,Nursing and residential care facilities,44.30226088,-77.54846075
retirement home,Nursing and residential care facilities,45.34708554,-75.73052644
retirement home,Nursing and residential care facilities,44.29550558,-77.54963075
retirement home,Nursing and residential care facilities,45.26362052,-75.9274985
retirement home,Nursing and residential care facilities,43.51325682,-80.23946794
children's treatment centre,Ambulatory health care services,43.70972309,-79.39930509
mental health and addiction organization,Nursing and residential care facilities,43.53352352,-80.27614866
long-term care home,Nursing and residential care facilities,45.13580539,-76.15419976
community support service,Ambulatory health care services,43.61354377,-79.48895881
retirement home,Nursing and residential care facilities,43.97208935,-79.24961147
,Ambulatory health care services,49.270184,-123.069821
family health team - contract,Ambulatory health care services,43.36359836,-80.98996027
long-term care home,Nursing and residential care facilities,42.95570205,-81.64392804
general,Hospitals,42.9609382,-81.6346964
long-term care home,Nursing and residential care facilities,43.96205389,-78.16781002
mental health and addiction organization,Nursing and residential care facilities,43.65925109,-79.37243298
mental health and addiction organization,Ambulatory health care services,43.65869789,-79.37001078
long-term care home,Nursing and residential care facilities,43.58212646,-79.70532398
retirement home,Nursing and residential care facilities,43.78816992,-79.24005215
community support service,Ambulatory health care services,43.7263871,-79.4013591
long term care,Nursing and residential care facilities,,
,Ambulatory health care services,49.323719,-123.109974
aids bureau,Ambulatory health care services,46.46622418,-80.99844758
nurse practitioner led clinic,Ambulatory health care services,46.48222358,-81.00645759
long-term care home,Nursing and residential care facilities,43.01031973,-82.34671616
family health team - contract,Ambulatory health care services,43.57213966,-79.61082055
mental health and addiction organization,Nursing and residential care facilities,43.33226941,-79.80880339
retirement home,Nursing and residential care facilities,44.55878477,-80.92755656
long-term care home,Nursing and residential care facilities,42.05585245,-82.58946575
mental health,Nursing and residential care facilities,43.4610563,-80.4582188
retirement home,Nursing and residential care facilities,44.63897785,-79.42409559
long term care,Nursing and residential care facilities,,
orthopedic,Hospitals,43.6650195,-79.3823361
orthopedic,Hospitals,43.66171,-79.387745
active acute hospital,Hospitals,,
long-term care home,Nursing and residential care facilities,43.88695065,-78.90906825
,Ambulatory health care services,49.2809,-122.7989
retirement home,Nursing and residential care facilities,43.36880982,-79.72973777
retirement home,Nursing and residential care facilities,43.79523551,-79.43742711
retirement home,Nursing and residential care facilities,43.99028724,-79.46696414
retirement home,Nursing and residential care facilities,43.54899385,-79.68808997
retirement home,Nursing and residential care facilities,43.62096837,-79.60555515
retirement home,Nursing and residential care facilities,43.45397384,-79.68064656
retirement home,Nursing and residential care facilities,43.86580402,-79.43672372
retirement home,Nursing and residential care facilities,43.86308503,-79.29911048
,Ambulatory health care services,49.16775,-122.7998
retirement home,Nursing and residential care facilities,42.32883118,-82.97746139
community support service,Nursing and residential care facilities,43.89323215,-78.86458634
family health team - contract,Ambulatory health care services,49.76655,-94.502517
retirement home,Nursing and residential care facilities,45.02928432,-74.89304624
long-term care home,Nursing and residential care facilities,44.50191069,-80.20123672
long-term care home,Nursing and residential care facilities,43.7131299,-79.36614148
family health team - contract,Ambulatory health care services,46.5069495,-84.32633015
other,Ambulatory health care services,,
retirement home,Nursing and residential care facilities,45.8296882,-77.1109031
mental health and addiction organization,Ambulatory health care services,43.50005044,-79.87855563
,Nursing and residential care facilities,48.4825802,-123.4007389
mental health and addiction organization,Ambulatory health care services,43.51046984,-79.87435593
retirement home,Nursing and residential care facilities,44.41322268,-80.07362467
retirement home,Nursing and residential care facilities,45.32386803,-75.9241396
retirement home,Nursing and residential care facilities,45.47161517,-75.52958419
other,Ambulatory health care services,,
long term care,Nursing and residential care facilities,,
family health team - contract,Ambulatory health care services,43.66050619,-79.38606199
children's treatment centre,Ambulatory health care services,43.80929512,-79.22088655
long-term care home,Nursing and residential care facilities,43.75057309,-79.74244701
retirement home,Nursing and residential care facilities,43.64399278,-79.53220393
retirement home,Nursing and residential care facilities,43.21727849,-79.83453609
community support service,Ambulatory health care services,49.06503527,-81.0299343
long-term care home,Nursing and residential care facilities,48.15345549,-80.01468335
community support service,Ambulatory health care services,42.31179348,-82.88280396
retirement home,Nursing and residential care facilities,43.20739846,-80.38649816
family health team - contract,Ambulatory health care services,47.06268903,-79.78729655
general,Hospitals,47.495162,-79.693153
long-term care home,Nursing and residential care facilities,47.43879,-79.63082324
retirement home,Nursing and residential care facilities,43.7353822,-79.43311861
long-term care home,Nursing and residential care facilities,42.7710963,-80.9682813
retirement home,Nursing and residential care facilities,43.7286636,-79.44013881
family health team - contract,Ambulatory health care services,43.00100838,-81.33530394
family health team - contract,Ambulatory health care services,42.39828013,-82.21133936
retirement home,Nursing and residential care facilities,46.46167978,-81.01101148
retirement home,Nursing and residential care facilities,43.671751,-79.405509
community support service,Ambulatory health care services,43.65402329,-79.38729799
general,Hospitals,52.13747,-122.143729
retirement home,Nursing and residential care facilities,43.62827797,-79.60432645
long-term care home,Nursing and residential care facilities,47.841251,-83.414961
retirement home,Nursing and residential care facilities,44.16413397,-77.38004118
retirement home,Nursing and residential care facilities,43.70654559,-79.38981869
community support service,Ambulatory health care services,42.97811638,-81.24222821
community support service,Ambulatory health care services,43.54312435,-79.68396367
community support service,Ambulatory health care services,44.30274275,-78.3279723
community support service,Ambulatory health care services,44.06253715,-79.44819694
community support service,Ambulatory health care services,43.67720559,-79.40777439
community support service,Ambulatory health care services,42.30778917,-83.0269943
,Nursing and residential care facilities,52.1311279,-122.141753
community support service,Ambulatory health care services,44.56598637,-80.94324027
community support service,Ambulatory health care services,42.96171348,-81.22700821
community support service,Ambulatory health care services,42.32701458,-82.97842729
community support service,Ambulatory health care services,43.4522455,-80.48417672
community support service,Ambulatory health care services,44.3867949,-79.69436485
,Nursing and residential care facilities,49.2550436,-123.0128497
community support service,Ambulatory health care services,44.32729559,-79.68858194
community support service,Ambulatory health care services,43.65313278,-79.39521489
community support service,Ambulatory health care services,42.98371662,-82.38589267
retirement home,Nursing and residential care facilities,43.24925099,-79.8731636
retirement home,Nursing and residential care facilities,43.25084779,-79.8515302
retirement home,Nursing and residential care facilities,43.89926785,-78.86188844
retirement home,Nursing and residential care facilities,44.12536405,-77.50987712
retirement home,Nursing and residential care facilities,43.69894059,-79.38687049
other,Ambulatory health care services,,
active acute hospital,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.3183187,-123.0045886
community support service,Ambulatory health care services,42.96037,-82.117858
retirement home,Nursing and residential care facilities,45.28882002,-75.86944888
retirement home,Nursing and residential care facilities,43.70671009,-79.39470579
retirement home,Nursing and residential care facilities,43.95183979,-78.27804936
family health team - contract,Ambulatory health care services,42.77286715,-80.99472672
retirement home,Nursing and residential care facilities,45.43901116,-75.67868603
,Nursing and residential care facilities,49.2488302,-123.0917117
long-term care home,Nursing and residential care facilities,43.55803773,-80.25130495
retirement home,Nursing and residential care facilities,43.76899051,-79.22035714
long-term care home,Nursing and residential care facilities,43.87084494,-81.02944763
community health centre,Ambulatory health care services,43.65535868,-79.45842661
community support service,Ambulatory health care services,45.34207864,-80.02646965
community support service,Ambulatory health care services,43.65557079,-79.37433158
,Nursing and residential care facilities,49.2096828,-122.9894056
retirement home,Nursing and residential care facilities,44.304359,-81.097435
community support service,Nursing and residential care facilities,44.50459552,-77.46486124
retirement home,Nursing and residential care facilities,43.78734059,-79.74182051
long-term care home,Nursing and residential care facilities,43.18492631,-79.2578661
long-term care home,Nursing and residential care facilities,43.66272499,-79.33111227
community support service,Ambulatory health care services,45.34532504,-75.79757336
long-term care home,Nursing and residential care facilities,43.7300765,-79.43421181
long-term care home,Nursing and residential care facilities,44.2413403,-76.97028786
,Nursing and residential care facilities,49.241712,-122.8528962
retirement home,Nursing and residential care facilities,43.44195673,-79.67261076
long-term care home,Nursing and residential care facilities,43.65819899,-79.40343829
retirement home,Nursing and residential care facilities,43.9837753,-78.17209322
retirement home,Nursing and residential care facilities,44.11378256,-79.57167119
retirement home,Nursing and residential care facilities,44.9218448,-79.3745205
retirement home,Nursing and residential care facilities,43.00463958,-81.25700662
retirement home,Nursing and residential care facilities,43.31755486,-80.83826132
retirement home,Nursing and residential care facilities,44.04748645,-77.1465588
retirement home,Nursing and residential care facilities,44.71210044,-75.51901312
,Nursing and residential care facilities,48.47379,-123.35158
long-term care home,Nursing and residential care facilities,43.07925789,-79.13696046
retirement home,Nursing and residential care facilities,42.08854906,-82.46064041
retirement home,Nursing and residential care facilities,43.70293019,-79.36354308
community support service,Ambulatory health care services,43.66055229,-79.36895398
long-term care home,Nursing and residential care facilities,43.66476219,-79.4186887
community support service,Ambulatory health care services,43.65054688,-79.37946838
community support service,Ambulatory health care services,43.7346352,-79.38037639
,Nursing and residential care facilities,49.177513,-123.98626
general,Hospitals,45.4017202,-75.6469402
general,Hospitals,45.3963547,-75.6688557
rehabilitation,Hospitals,45.4031548,-75.6484435
,Nursing and residential care facilities,49.2682638,-117.6459263
general,Hospitals,45.3925787,-75.7214357
long-term care home,Nursing and residential care facilities,45.31136778,-74.63263588
long-term care home,Nursing and residential care facilities,45.05169583,-79.29822038
retirement home,Nursing and residential care facilities,45.34970994,-75.70643374
retirement home,Nursing and residential care facilities,45.34980534,-75.70601283
community support service,Nursing and residential care facilities,43.66687279,-79.37566588
,Nursing and residential care facilities,49.2881065,-117.6624447
retirement home,Nursing and residential care facilities,44.05512355,-79.43571264
retirement home,Nursing and residential care facilities,44.17802507,-77.39062539
retirement home,Nursing and residential care facilities,45.13989176,-74.50151602
retirement home,Nursing and residential care facilities,44.239163,-76.963158
retirement home,Nursing and residential care facilities,44.06116035,-79.44888054
retirement home,Nursing and residential care facilities,43.19427201,-79.2595307
general,Hospitals,44.4159999,-79.661931
retirement home,Nursing and residential care facilities,43.68553589,-79.40841779
community support service,Nursing and residential care facilities,43.69944179,-79.39315659
,Nursing and residential care facilities,49.2701637,-122.8758933
community support service,Ambulatory health care services,43.19880249,-79.79429247
long-term care home,Nursing and residential care facilities,45.40088385,-75.72755805
chronic care,Nursing and residential care facilities,43.670326,-79.3832017
general,Hospitals,43.7557343,-79.2468315
general,Hospitals,43.8018288,-79.3087567
retirement home,Nursing and residential care facilities,42.32516978,-83.0026679
,Ambulatory health care services,49.35045,-123.2545
children's treatment centre,Ambulatory health care services,44.46854579,-80.07588988
psychiatric,Ambulatory health care services,44.084928,-79.48776
mental health and addiction organization,Nursing and residential care facilities,43.63958288,-79.4405301
retirement home,Nursing and residential care facilities,43.7332454,-79.4038491
cardiology,Hospitals,45.3941611,-75.7206815
long-term care home,Nursing and residential care facilities,44.74305645,-79.89055855
long-term care home,Nursing and residential care facilities,42.24341286,-83.0147829
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.0886024,-116.4952898
long-term care home,Nursing and residential care facilities,43.4767379,-80.57032185
long-term care home,Nursing and residential care facilities,44.30037081,-76.98430987
retirement home,Nursing and residential care facilities,43.53209222,-80.21591964
long-term care home,Nursing and residential care facilities,42.31813568,-82.92003167
long-term care home,Nursing and residential care facilities,43.55312755,-79.72147048
long-term care home,Nursing and residential care facilities,42.93894787,-81.27180372
long-term care home,Nursing and residential care facilities,43.69710409,-79.52690243
retirement home,Nursing and residential care facilities,43.56915803,-80.27358416
long-term care home,Nursing and residential care facilities,43.7410087,-79.7717325
long-term care home,Nursing and residential care facilities,43.38367062,-79.79950979
,Nursing and residential care facilities,49.0881948,-116.5151824
long-term care home,Nursing and residential care facilities,43.91312705,-78.95825897
retirement home,Nursing and residential care facilities,43.19832568,-79.8734372
long-term care home,Nursing and residential care facilities,43.41122949,-80.49867572
retirement home,Nursing and residential care facilities,44.15073139,-81.03582166
retirement home,Nursing and residential care facilities,46.47788927,-81.06941921
retirement home,Nursing and residential care facilities,46.46283498,-80.99596918
retirement home,Nursing and residential care facilities,48.44013227,-89.23848547
retirement home,Nursing and residential care facilities,48.49152857,-81.32532123
retirement home,Nursing and residential care facilities,45.35467105,-75.64851112
,Nursing and residential care facilities,49.089596,-116.504221
retirement home,Nursing and residential care facilities,43.44505309,-80.56923714
retirement home,Nursing and residential care facilities,45.36662284,-75.77784496
long-term care home,Nursing and residential care facilities,43.7439777,-79.30345907
community support service,Ambulatory health care services,43.39210732,-79.8216486
retirement home,Nursing and residential care facilities,43.39273432,-79.78777969
long-term care home,Nursing and residential care facilities,43.96549464,-79.45862614
retirement home,Nursing and residential care facilities,44.22223851,-76.64207165
long-term care home,Nursing and residential care facilities,43.01741988,-79.2853459
,Ambulatory health care services,49.133045,-122.327389
children's treatment centre,Ambulatory health care services,43.84185373,-79.03228419
community support service,Ambulatory health care services,46.260713,-83.417379
general,Hospitals,46.2630206,-83.5624626
retirement home,Nursing and residential care facilities,45.32877073,-75.81488957
long-term care home,Nursing and residential care facilities,43.8859505,-78.8922213
other,Ambulatory health care services,,
community support service,Nursing and residential care facilities,43.65754079,-79.38291138
,Nursing and residential care facilities,48.698088,-123.6009
mental health and addiction organization,Nursing and residential care facilities,43.45713,-80.48848812
midwifery clinic,Ambulatory health care services,48.41817546,-89.24094536
aids bureau,Ambulatory health care services,48.40058036,-89.25885787
general,Hospitals,48.4247133,-89.269097
mental health and addiction organization,Nursing and residential care facilities,48.37813265,-89.26654026
family health team - contract,Ambulatory health care services,42.2637196,-82.437255
long-term care home,Nursing and residential care facilities,42.25877139,-82.43044492
general,Hospitals,42.863122,-80.734751
retirement home,Nursing and residential care facilities,42.86422338,-80.73640254
,Nursing and residential care facilities,49.2169929,-122.5669671
retirement home,Nursing and residential care facilities,44.50598592,-77.46813644
public health unit office,Ambulatory health care services,47.50929271,-79.68163586
community support service,Ambulatory health care services,47.4463641,-79.63282634
community support service,Ambulatory health care services,48.15345549,-80.01468335
general,Hospitals,48.4875869,-81.3135915
mental health and addiction organization,Ambulatory health care services,48.47331947,-81.32526923
mental health and addiction organization,Ambulatory health care services,48.47561417,-81.33694163
family health team - contract,Ambulatory health care services,48.47474187,-81.33185253
community support service,Nursing and residential care facilities,48.48503318,-81.20553009
,Nursing and residential care facilities,49.326053,-123.04
community support service,Ambulatory health care services,48.47037187,-81.33017263
community support service,Ambulatory health care services,48.475089,-81.327306
retirement home,Nursing and residential care facilities,44.27325669,-81.53872023
long-term care home,Nursing and residential care facilities,43.78323942,-79.16339403
local health integration network office,Ambulatory health care services,43.67212719,-79.37638908
general,Hospitals,43.6897586,-79.3259225
mental health and addiction organization,Nursing and residential care facilities,43.66144329,-79.38348678
community support service,Ambulatory health care services,43.68283639,-79.33415687
,Nursing and residential care facilities,49.186507,-122.77991
mental health and addiction organization,Nursing and residential care facilities,43.7365707,-79.32659547
community support service,Ambulatory health care services,43.66144079,-79.37176928
public health unit office,Ambulatory health care services,43.65654429,-79.37938038
rehabilitation,Hospitals,43.6348034,-79.4327094
rehabilitation,Hospitals,43.6775465,-79.4155915
rehabilitation,Hospitals,43.7184894,-79.3697116
rehabilitation,Hospitals,43.7187286,-79.3715512
rehabilitation,Hospitals,43.6567107,-79.3899079
community support service,Ambulatory health care services,43.87255314,-78.93868316
,Nursing and residential care facilities,49.2831332,-123.1119351
long-term care home,Nursing and residential care facilities,45.22188813,-75.50384886
retirement home,Nursing and residential care facilities,43.89015215,-78.81017172
retirement home,Nursing and residential care facilities,43.44891054,-79.66803676
community support service,Ambulatory health care services,43.80385871,-79.33390698
mental health and addiction organization,Nursing and residential care facilities,43.67413319,-79.40586279
community support service,Ambulatory health care services,43.433587,-80.4393863
community support service,Ambulatory health care services,43.55744353,-80.25570175
family health team - contract,Ambulatory health care services,44.31166957,-77.79089113
long-term care home,Nursing and residential care facilities,44.10291195,-77.55773544
,Nursing and residential care facilities,49.8775979,-119.4818967
retirement home,Nursing and residential care facilities,42.98840971,-80.59422671
retirement home,Nursing and residential care facilities,44.18149597,-81.62055194
general,Hospitals,43.571586,-79.607685
general,Hospitals,43.609267,-79.56257
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,48.563341,-123.40322
active acute hospital,Hospitals,,
long-term care home,Nursing and residential care facilities,44.62900615,-79.42526219
retirement home,Nursing and residential care facilities,44.25040282,-76.55202522
long-term care home,Nursing and residential care facilities,42.99848453,-82.36358616
mental health and addiction organization,Ambulatory health care services,43.65488599,-79.38147328
long-term care home,Nursing and residential care facilities,43.4298142,-80.4417755
,Ambulatory health care services,48.594726,-123.418858
retirement home,Nursing and residential care facilities,43.4311161,-80.4422738
long-term care home,Nursing and residential care facilities,43.6960602,-79.29840606
mental health and addiction organization,Nursing and residential care facilities,42.90596624,-79.61237569
long-term care home,Nursing and residential care facilities,45.0031277,-74.6869469
retirement home,Nursing and residential care facilities,44.61281025,-79.42113198
retirement home,Nursing and residential care facilities,43.15938461,-79.21839749
,Nursing and residential care facilities,48.790277,-123.73317
long-term care home,Nursing and residential care facilities,43.68480267,-79.7360306
mental health and addiction organization,Nursing and residential care facilities,43.00561628,-81.2126198
nurse practitioner led clinic,Ambulatory health care services,42.96821632,-82.40303627
long-term care home,Nursing and residential care facilities,43.00307673,-82.36506926
retirement home,Nursing and residential care facilities,43.00307673,-82.36506926
long-term care home,Nursing and residential care facilities,43.53642702,-80.39357269
family health team - contract,Ambulatory health care services,43.3901023,-80.31365946
long-term care home,Nursing and residential care facilities,43.62835307,-79.62744866
family health team - contract,Ambulatory health care services,43.7448438,-79.43584941
,Nursing and residential care facilities,49.1367191,-121.9733436
